person_id,person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
5263,25.0,female,97432.0,4,RENT,8800.0,7.51,0.09,2.0,646,Yes,0
38444,22.0,male,40803.0,0,RENT,5000.0,10.33,0.12,4.0,650,Yes,0
39246,26.0,male,93482.0,4,OWN,2797.0,10.69,0.03,4.0,597,Yes,0
24974,27.0,female,88669.0,2,MORTGAGE,10500.0,11.83,0.12,6.0,676,No,1
29577,37.0,female,58570.0,14,RENT,2500.0,9.62,0.04,12.0,671,Yes,0
19376,35.0,female,27044.0,12,RENT,3000.0,14.35,0.11,9.0,569,Yes,0
30895,37.0,male,85260.0,17,MORTGAGE,5000.0,11.01,0.06,16.0,651,Yes,0
15607,25.0,female,181131.0,3,MORTGAGE,10000.0,5.42,0.06,4.0,489,Yes,0
39054,23.0,male,55556.0,0,MORTGAGE,9492.0,10.34,0.17,2.0,650,Yes,0
10370,24.0,male,30121.0,5,RENT,10000.0,10.99,0.33,4.0,704,No,1
33860,27.0,male,112280.0,4,MORTGAGE,16000.0,13.01,0.14,9.0,652,Yes,0
2916,25.0,female,81209.0,5,RENT,3000.0,16.02,0.04,4.0,627,No,1
25571,30.0,female,102285.0,8,RENT,12000.0,8.88,0.12,7.0,640,No,0
24215,29.0,male,85080.0,7,MORTGAGE,6500.0,7.88,0.08,9.0,597,Yes,0
18619,31.0,female,127809.0,6,RENT,17700.0,10.99,0.14,6.0,644,Yes,0
27237,28.0,male,155027.0,5,MORTGAGE,4000.0,13.35,0.03,8.0,655,No,0
37966,24.0,male,100146.0,3,RENT,9880.0,9.37,0.1,4.0,622,Yes,0
28257,29.0,female,73119.0,9,MORTGAGE,25000.0,20.0,0.34,9.0,640,No,1
41068,25.0,female,76296.0,6,RENT,12000.0,7.16,0.16,5.0,702,No,0
17767,23.0,male,40728.0,0,RENT,2000.0,14.72,0.05,2.0,660,Yes,0
27421,28.0,male,168935.0,6,MORTGAGE,5000.0,11.49,0.03,9.0,597,Yes,0
24947,29.0,male,95204.0,3,MORTGAGE,10000.0,18.09,0.11,9.0,655,Yes,0
37271,24.0,female,62924.0,0,RENT,10000.0,10.61,0.16,4.0,678,Yes,0
30012,38.0,male,53648.0,16,MORTGAGE,10000.0,9.63,0.19,17.0,716,No,0
18336,28.0,male,25086.0,3,OWN,10000.0,11.01,0.4,7.0,623,No,1
3212,23.0,female,43779.0,1,MORTGAGE,11000.0,11.01,0.25,3.0,683,No,0
25541,32.0,male,89726.0,8,MORTGAGE,13650.0,12.42,0.15,10.0,649,No,1
28309,35.0,male,110231.0,13,OWN,10000.0,8.59,0.09,8.0,664,Yes,0
24733,28.0,male,91351.0,1,MORTGAGE,20000.0,12.18,0.22,5.0,685,No,0
13515,25.0,female,112616.0,4,MORTGAGE,12000.0,6.62,0.11,2.0,633,Yes,0
27404,28.0,male,167193.0,6,MORTGAGE,12000.0,12.99,0.07,7.0,590,Yes,0
29381,36.0,male,156729.0,14,RENT,18000.0,11.71,0.11,14.0,670,Yes,0
2347,21.0,male,37106.0,0,RENT,2500.0,7.14,0.07,4.0,563,No,1
25012,28.0,male,97302.0,2,MORTGAGE,9000.0,12.69,0.09,6.0,559,Yes,0
24177,35.0,male,53875.0,13,RENT,10000.0,6.54,0.19,6.0,651,Yes,0
42116,25.0,male,46303.0,4,RENT,20000.0,14.39,0.43,4.0,666,No,1
19169,34.0,female,61109.0,10,RENT,2400.0,11.01,0.04,9.0,661,No,0
12386,26.0,male,97169.0,3,MORTGAGE,6000.0,8.0,0.06,4.0,686,No,0
6871,23.0,female,88737.0,1,RENT,6000.0,12.53,0.07,4.0,543,Yes,0
18240,28.0,female,81535.0,5,RENT,24000.0,7.49,0.29,10.0,639,No,1
15633,25.0,female,181105.0,1,MORTGAGE,15000.0,6.54,0.08,2.0,608,Yes,0
32573,52.0,female,63273.0,31,OWN,9600.0,8.49,0.15,22.0,673,Yes,0
2773,22.0,female,68328.0,0,RENT,12000.0,6.91,0.18,2.0,678,Yes,0
40141,39.0,female,77587.0,16,MORTGAGE,6228.0,7.69,0.08,11.0,685,No,0
38892,26.0,female,67132.0,6,RENT,7003.0,12.51,0.1,4.0,683,Yes,0
8581,22.0,female,71156.0,0,MORTGAGE,6400.0,11.01,0.09,4.0,597,Yes,0
31906,39.0,female,373545.0,17,MORTGAGE,15000.0,15.65,0.04,11.0,569,No,1
14731,24.0,female,104115.0,2,MORTGAGE,12000.0,15.99,0.12,4.0,576,No,1
7054,22.0,female,66838.0,0,RENT,7000.0,6.91,0.1,4.0,592,Yes,0
42756,23.0,male,80579.0,2,RENT,22000.0,8.91,0.27,2.0,660,No,1
15855,24.0,female,240642.0,3,MORTGAGE,3025.0,6.17,0.01,3.0,583,Yes,0
8478,22.0,female,70536.0,0,MORTGAGE,4000.0,7.29,0.06,3.0,581,Yes,0
34438,26.0,female,61039.0,1,RENT,7000.0,10.01,0.11,2.0,531,Yes,0
11228,22.0,male,63434.0,0,RENT,10000.0,11.71,0.16,3.0,615,Yes,0
20208,32.0,female,51286.0,10,RENT,4000.0,11.12,0.08,5.0,611,No,0
33441,30.0,male,51082.0,8,RENT,7717.0,15.26,0.15,7.0,628,Yes,0
31159,39.0,female,50864.0,16,RENT,11500.0,14.09,0.23,13.0,584,No,0
3290,22.0,male,36869.0,1,RENT,3600.0,10.99,0.1,3.0,632,Yes,0
19459,33.0,female,50517.0,10,RENT,3000.0,10.0,0.06,8.0,684,No,1
8975,26.0,male,61152.0,5,RENT,8000.0,12.99,0.13,3.0,565,Yes,0
9309,26.0,male,74170.0,3,MORTGAGE,12000.0,10.99,0.16,3.0,628,Yes,0
22896,30.0,female,72619.0,4,MORTGAGE,15000.0,6.54,0.21,8.0,682,No,0
33338,22.0,female,79125.0,0,MORTGAGE,8429.0,11.96,0.11,4.0,594,Yes,0
11211,26.0,female,87280.0,3,OWN,10000.0,7.74,0.11,4.0,615,No,0
19212,30.0,female,54932.0,10,RENT,13250.0,7.9,0.24,10.0,690,No,0
37603,25.0,male,41878.0,2,RENT,5000.0,9.17,0.12,4.0,663,Yes,0
26632,35.0,female,131309.0,13,MORTGAGE,16000.0,6.99,0.12,5.0,698,No,0
19161,27.0,female,51135.0,5,RENT,2400.0,6.54,0.05,10.0,599,Yes,0
12199,24.0,female,36965.0,0,RENT,12000.0,6.91,0.32,3.0,517,No,1
2629,21.0,male,40938.0,0,MORTGAGE,11200.0,13.92,0.27,4.0,659,No,1
39824,37.0,female,61190.0,13,RENT,15000.0,12.23,0.25,12.0,708,Yes,0
32528,69.0,male,144883.0,43,MORTGAGE,20000.0,14.84,0.14,27.0,673,Yes,0
21575,30.0,male,59848.0,7,MORTGAGE,5000.0,15.23,0.08,5.0,706,Yes,0
28785,29.0,female,108928.0,8,MORTGAGE,6000.0,13.98,0.06,10.0,660,Yes,0
3839,26.0,female,40039.0,2,MORTGAGE,4200.0,16.02,0.1,3.0,587,No,1
40058,25.0,male,70636.0,5,MORTGAGE,2200.0,7.61,0.03,4.0,654,Yes,0
6734,26.0,male,60707.0,7,OWN,3250.0,7.51,0.05,2.0,660,Yes,0
9900,22.0,male,54929.0,0,RENT,9000.0,14.35,0.16,4.0,598,Yes,0
8069,24.0,female,61174.0,3,RENT,7200.0,12.84,0.12,3.0,609,No,0
21888,29.0,female,90986.0,1,RENT,6000.0,8.49,0.07,6.0,545,Yes,0
3758,24.0,male,33426.0,1,RENT,4000.0,10.75,0.12,4.0,582,Yes,0
8114,23.0,male,60802.0,0,MORTGAGE,16000.0,14.54,0.26,2.0,724,No,1
20970,27.0,male,61222.0,4,RENT,5000.0,13.61,0.08,8.0,644,Yes,0
19345,30.0,male,39253.0,4,OWN,5500.0,8.0,0.14,9.0,630,Yes,0
32563,61.0,female,192895.0,39,MORTGAGE,24000.0,10.38,0.12,21.0,645,Yes,0
39213,33.0,female,47081.0,12,RENT,10464.0,11.81,0.22,9.0,674,No,0
1600,23.0,male,48980.0,3,RENT,1500.0,13.99,0.03,2.0,660,No,0
23982,28.0,female,82656.0,4,OWN,12000.0,12.09,0.15,9.0,708,Yes,0
9611,25.0,male,76266.0,6,MORTGAGE,11000.0,11.01,0.14,3.0,640,Yes,0
16748,23.0,male,26535.0,3,OWN,3825.0,14.65,0.14,4.0,600,Yes,0
37236,23.0,male,82655.0,0,MORTGAGE,10000.0,10.16,0.12,3.0,685,No,0
11074,25.0,male,51474.0,1,RENT,10000.0,14.91,0.19,3.0,666,No,1
14316,21.0,male,125706.0,0,MORTGAGE,15000.0,9.63,0.12,4.0,569,Yes,0
16096,22.0,male,22689.0,0,RENT,7000.0,10.65,0.31,3.0,592,No,1
14572,26.0,female,46220.0,4,RENT,2000.0,14.96,0.04,3.0,661,No,1
11575,22.0,male,90944.0,1,MORTGAGE,9000.0,5.79,0.1,2.0,645,Yes,0
22491,30.0,male,36957.0,7,RENT,7200.0,10.36,0.19,6.0,685,Yes,0
1121,22.0,male,49087.0,2,RENT,17000.0,10.65,0.35,4.0,669,No,1
2654,23.0,male,41348.0,0,MORTGAGE,8000.0,6.99,0.19,2.0,645,Yes,0
40272,28.0,male,36889.0,5,RENT,7796.0,14.04,0.21,10.0,668,Yes,0
22818,29.0,female,34703.0,6,RENT,7800.0,8.88,0.22,7.0,666,No,0
10005,25.0,female,99217.0,2,RENT,9200.0,6.03,0.09,3.0,683,No,0
31922,37.0,male,1081139.0,15,MORTGAGE,25000.0,12.87,0.02,13.0,625,Yes,0
19358,28.0,male,39955.0,8,MORTGAGE,2500.0,8.88,0.06,8.0,595,No,1
9420,23.0,female,75218.0,2,MORTGAGE,5000.0,5.42,0.07,3.0,672,No,0
24664,34.0,female,90685.0,9,MORTGAGE,10000.0,11.11,0.11,10.0,660,Yes,0
15451,21.0,female,84809.0,0,RENT,15000.0,11.01,0.18,3.0,574,No,0
5722,22.0,male,55924.0,0,MORTGAGE,4000.0,10.37,0.07,2.0,560,Yes,0
42969,33.0,female,65651.0,10,RENT,15000.0,14.24,0.23,7.0,557,No,1
26975,27.0,female,144867.0,6,MORTGAGE,8000.0,5.99,0.06,6.0,676,Yes,0
18887,32.0,female,75337.0,10,RENT,1500.0,13.23,0.02,7.0,713,No,0
29557,44.0,female,37167.0,20,MORTGAGE,7500.0,11.01,0.2,16.0,627,Yes,0
25501,28.0,female,52448.0,7,RENT,3000.0,7.68,0.06,6.0,591,Yes,0
6022,26.0,male,124029.0,2,RENT,5600.0,9.99,0.05,3.0,638,Yes,0
581,22.0,female,24995.0,0,OWN,9250.0,10.65,0.37,4.0,576,Yes,0
37273,24.0,male,39332.0,1,RENT,1958.0,9.15,0.05,2.0,636,Yes,0
24231,29.0,female,85013.0,6,OTHER,5000.0,11.14,0.06,6.0,609,Yes,0
37048,25.0,male,57672.0,0,RENT,5019.0,11.45,0.09,4.0,635,Yes,0
5554,24.0,female,55294.0,4,MORTGAGE,3600.0,11.01,0.07,2.0,669,No,0
35042,23.0,male,51508.0,1,RENT,7000.0,13.57,0.14,2.0,680,No,0
21074,27.0,male,54837.0,7,MORTGAGE,10000.0,6.17,0.18,9.0,657,Yes,0
9390,25.0,male,77723.0,3,RENT,8000.0,15.28,0.1,4.0,608,No,1
24011,27.0,female,43108.0,3,RENT,10000.0,8.49,0.23,6.0,674,Yes,0
42819,22.0,male,52177.0,0,RENT,7070.0,15.77,0.14,4.0,586,No,1
20242,33.0,male,48670.0,10,MORTGAGE,3000.0,7.68,0.06,7.0,588,Yes,0
15259,25.0,male,153310.0,1,MORTGAGE,6000.0,9.91,0.04,2.0,641,Yes,0
32444,53.0,male,29526.0,32,RENT,5000.0,14.42,0.17,27.0,670,No,1
33140,24.0,female,106427.0,0,MORTGAGE,6727.0,11.43,0.06,4.0,575,Yes,0
24704,34.0,male,90637.0,10,MORTGAGE,6000.0,7.51,0.07,7.0,706,Yes,0
38682,32.0,male,58436.0,10,RENT,10000.0,9.22,0.17,10.0,636,No,0
31030,43.0,male,82847.0,22,MORTGAGE,9600.0,13.49,0.12,16.0,642,No,1
9540,24.0,female,75557.0,2,MORTGAGE,4000.0,8.9,0.05,4.0,713,No,0
31419,44.0,female,113791.0,22,MORTGAGE,4400.0,7.29,0.04,13.0,722,Yes,0
13869,26.0,male,117617.0,3,MORTGAGE,6000.0,13.61,0.05,3.0,663,Yes,0
42260,33.0,female,71146.0,8,RENT,17210.0,16.33,0.24,8.0,671,No,1
20639,33.0,male,46519.0,10,RENT,4900.0,10.28,0.11,6.0,624,No,1
34262,26.0,male,34602.0,0,RENT,6580.0,10.96,0.19,3.0,524,Yes,0
29399,44.0,male,44211.0,20,RENT,16000.0,11.49,0.36,13.0,610,No,1
3246,23.0,male,89921.0,3,RENT,3500.0,12.87,0.04,3.0,634,Yes,0
35126,25.0,female,53873.0,5,MORTGAGE,6376.0,10.99,0.12,3.0,630,Yes,0
29538,38.0,male,27199.0,16,RENT,2350.0,14.17,0.09,16.0,655,No,0
32012,36.0,female,30902.0,12,MORTGAGE,3000.0,8.7,0.1,14.0,698,No,0
41584,24.0,male,120959.0,3,MORTGAGE,15000.0,7.88,0.12,4.0,585,Yes,0
28273,31.0,male,68434.0,10,RENT,7500.0,11.48,0.11,6.0,550,Yes,0
44407,23.0,female,61281.0,0,RENT,18236.0,13.31,0.3,3.0,614,No,1
12949,23.0,male,104082.0,0,MORTGAGE,10000.0,11.01,0.1,3.0,684,Yes,0
37195,25.0,male,25109.0,2,MORTGAGE,3600.0,11.69,0.14,4.0,641,No,0
44428,38.0,male,77957.0,14,RENT,23610.0,13.48,0.3,12.0,707,No,1
4468,22.0,male,49672.0,0,OWN,10000.0,12.61,0.2,2.0,593,No,0
38338,25.0,female,55543.0,1,MORTGAGE,6000.0,5.64,0.11,5.0,638,Yes,0
26885,33.0,male,140368.0,10,MORTGAGE,8200.0,13.85,0.06,9.0,642,No,0
3718,23.0,male,25389.0,2,RENT,4000.0,8.94,0.16,4.0,632,Yes,0
42401,29.0,female,39717.0,7,RENT,6452.0,16.51,0.16,7.0,625,No,1
38407,24.0,male,24909.0,1,RENT,2055.0,10.78,0.08,5.0,656,Yes,0
20452,29.0,female,49014.0,5,MORTGAGE,8000.0,8.59,0.16,10.0,642,Yes,0
42948,27.0,female,42849.0,6,RENT,11500.0,15.92,0.27,5.0,681,No,1
2978,23.0,male,24907.0,0,RENT,3200.0,7.14,0.13,4.0,616,Yes,0
21052,28.0,male,63835.0,6,RENT,5000.0,13.48,0.08,7.0,669,No,0
3970,25.0,male,61180.0,3,RENT,4000.0,6.92,0.07,4.0,620,Yes,0
23406,31.0,male,75490.0,8,MORTGAGE,4800.0,11.01,0.06,10.0,647,Yes,0
32459,51.0,female,82135.0,25,MORTGAGE,15000.0,13.11,0.18,27.0,669,Yes,0
416,21.0,female,72902.0,0,RENT,24000.0,10.75,0.33,2.0,601,No,1
26200,27.0,male,118444.0,6,MORTGAGE,17000.0,8.88,0.14,5.0,569,Yes,0
40811,26.0,female,36971.0,4,RENT,7500.0,11.13,0.2,4.0,547,Yes,0
19841,29.0,female,48934.0,2,RENT,3600.0,8.59,0.07,8.0,653,Yes,0
22067,28.0,male,63319.0,5,MORTGAGE,2800.0,10.99,0.04,8.0,692,No,0
38339,23.0,male,57510.0,1,RENT,4000.0,11.98,0.07,4.0,564,Yes,0
5219,26.0,female,54253.0,1,MORTGAGE,6500.0,14.35,0.12,2.0,652,No,0
43709,28.0,male,51275.0,8,RENT,6000.0,14.45,0.12,5.0,658,No,1
23329,30.0,female,74936.0,8,MORTGAGE,20000.0,11.36,0.27,8.0,699,No,0
36357,26.0,male,60891.0,5,RENT,10000.0,8.5,0.16,3.0,533,Yes,0
16943,26.0,female,57514.0,4,MORTGAGE,12725.0,12.42,0.22,3.0,688,Yes,0
41591,26.0,female,114604.0,2,RENT,14112.0,7.24,0.12,4.0,467,Yes,0
14833,23.0,male,140428.0,1,MORTGAGE,15825.0,15.62,0.11,4.0,571,Yes,0
24871,30.0,male,93947.0,7,MORTGAGE,9000.0,7.88,0.1,7.0,676,Yes,0
18227,29.0,female,179442.0,10,RENT,24250.0,13.23,0.14,9.0,698,Yes,0
30331,50.0,male,62984.0,28,OWN,10875.0,7.49,0.17,14.0,663,Yes,0
28374,34.0,female,32588.0,11,MORTGAGE,3600.0,9.88,0.11,5.0,696,No,0
25985,29.0,male,78743.0,4,RENT,12800.0,9.45,0.16,10.0,607,Yes,0
2839,21.0,male,42977.0,0,OWN,10000.0,11.01,0.23,4.0,601,No,0
30345,47.0,male,63332.0,23,MORTGAGE,12000.0,7.29,0.19,16.0,654,Yes,0
41933,24.0,male,54606.0,1,MORTGAGE,5000.0,10.96,0.09,3.0,675,No,0
21219,30.0,male,48639.0,5,MORTGAGE,14500.0,10.75,0.3,7.0,710,No,1
18546,30.0,female,29985.0,6,OWN,6000.0,11.01,0.2,9.0,584,No,0
16198,22.0,male,39668.0,0,MORTGAGE,5500.0,11.01,0.14,2.0,679,Yes,0
18650,27.0,female,67056.0,3,RENT,17000.0,7.88,0.25,5.0,582,No,1
35834,23.0,male,58732.0,0,MORTGAGE,7748.0,7.88,0.13,3.0,636,Yes,0
34090,30.0,female,95991.0,6,MORTGAGE,4899.0,8.13,0.05,8.0,670,No,0
14674,21.0,male,134385.0,0,MORTGAGE,28000.0,7.49,0.21,2.0,633,Yes,0
6158,24.0,male,29937.0,0,RENT,6000.0,11.99,0.2,4.0,569,Yes,0
23776,34.0,male,79110.0,14,MORTGAGE,10000.0,11.01,0.13,8.0,609,Yes,0
3600,22.0,female,97136.0,3,RENT,3600.0,12.69,0.04,3.0,533,No,0
34072,25.0,male,36960.0,2,RENT,8000.0,9.41,0.22,3.0,633,No,0
10000,23.0,male,79714.0,0,RENT,9200.0,11.86,0.12,2.0,541,Yes,0
30396,39.0,female,65727.0,15,MORTGAGE,9000.0,11.71,0.14,12.0,643,No,0
13526,24.0,male,73072.0,0,RENT,12500.0,11.49,0.17,2.0,527,Yes,0
32823,27.0,male,123390.0,8,MORTGAGE,15000.0,12.25,0.12,5.0,677,No,0
34144,36.0,male,74384.0,15,MORTGAGE,15000.0,9.65,0.2,14.0,666,No,0
19646,31.0,female,42773.0,10,MORTGAGE,2000.0,11.01,0.05,6.0,680,Yes,0
14184,25.0,male,121567.0,4,OWN,35000.0,11.99,0.29,3.0,652,Yes,0
3029,22.0,male,73084.0,0,RENT,3200.0,11.71,0.04,2.0,593,Yes,0
4224,24.0,female,41736.0,3,MORTGAGE,7000.0,14.09,0.17,2.0,578,No,1
24522,27.0,male,89926.0,3,MORTGAGE,12100.0,16.89,0.13,9.0,587,No,0
35595,28.0,female,71662.0,3,MORTGAGE,7942.0,11.45,0.11,5.0,652,Yes,0
42540,29.0,male,43657.0,8,RENT,16000.0,10.13,0.37,10.0,678,No,1
4939,23.0,male,52543.0,0,OWN,1000.0,6.76,0.02,3.0,614,Yes,0
8435,23.0,male,70726.0,0,MORTGAGE,8800.0,7.51,0.12,2.0,639,Yes,0
12658,25.0,female,80652.0,1,MORTGAGE,1700.0,6.76,0.02,4.0,679,No,1
35846,28.0,male,136395.0,6,MORTGAGE,18937.0,15.23,0.14,10.0,622,Yes,0
9576,24.0,male,76342.0,1,MORTGAGE,16000.0,10.38,0.21,3.0,651,Yes,0
12397,22.0,female,49746.0,0,RENT,12000.0,14.27,0.24,3.0,652,Yes,0
7259,24.0,female,55898.0,0,MORTGAGE,12000.0,7.88,0.21,4.0,630,No,1
9402,22.0,male,75169.0,0,MORTGAGE,13000.0,15.27,0.17,2.0,677,No,0
28210,34.0,female,66620.0,10,MORTGAGE,2500.0,13.49,0.04,5.0,641,Yes,0
34408,28.0,male,69637.0,5,RENT,7562.0,13.22,0.11,5.0,637,Yes,0
15798,24.0,male,109198.0,0,RENT,16000.0,12.18,0.15,2.0,667,Yes,0
9201,24.0,female,72814.0,1,MORTGAGE,2800.0,9.32,0.04,4.0,605,Yes,0
33525,25.0,female,82378.0,4,MORTGAGE,1038.0,9.55,0.01,5.0,688,Yes,0
19621,35.0,female,125926.0,13,RENT,3000.0,11.58,0.02,6.0,667,No,0
42376,35.0,male,51608.0,12,RENT,15723.0,10.86,0.3,13.0,634,No,1
44187,23.0,male,45617.0,0,MORTGAGE,9897.0,9.71,0.22,3.0,650,No,1
17648,22.0,female,47887.0,0,MORTGAGE,7000.0,8.94,0.15,3.0,640,No,1
25922,29.0,male,111694.0,8,MORTGAGE,10000.0,9.63,0.09,6.0,669,Yes,0
41492,24.0,male,43277.0,0,RENT,8000.0,8.04,0.18,3.0,689,No,0
27228,30.0,male,138474.0,8,MORTGAGE,20000.0,14.59,0.14,7.0,518,No,1
4336,25.0,male,19415.0,3,RENT,4750.0,13.85,0.24,4.0,634,No,1
32221,37.0,male,97107.0,18,MORTGAGE,13000.0,6.62,0.13,16.0,673,No,0
1081,23.0,female,54940.0,0,RENT,17625.0,8.9,0.32,4.0,632,No,1
38222,24.0,male,91198.0,2,MORTGAGE,12000.0,6.92,0.13,4.0,643,Yes,0
17696,23.0,female,22541.0,0,RENT,4000.0,10.99,0.18,3.0,604,No,1
1190,24.0,male,66074.0,0,RENT,16750.0,20.0,0.25,2.0,660,No,1
31423,36.0,female,115342.0,13,MORTGAGE,13000.0,10.65,0.11,11.0,635,No,0
11276,25.0,male,81212.0,2,MORTGAGE,12000.0,9.63,0.15,4.0,636,No,1
2429,21.0,female,18559.0,0,RENT,2800.0,8.0,0.15,3.0,563,No,1
16193,24.0,male,56680.0,2,MORTGAGE,2000.0,7.66,0.04,2.0,660,No,0
39555,25.0,female,87319.0,2,RENT,8000.0,8.35,0.09,4.0,691,Yes,0
11943,24.0,female,94545.0,2,MORTGAGE,5000.0,6.62,0.05,4.0,643,Yes,0
29565,42.0,female,44235.0,15,RENT,13000.0,12.73,0.29,16.0,706,No,1
17222,25.0,female,97324.0,5,MORTGAGE,12000.0,7.88,0.12,3.0,699,No,0
10694,24.0,male,46781.0,2,RENT,10000.0,7.88,0.21,3.0,614,No,0
28287,28.0,female,43428.0,8,RENT,3000.0,11.11,0.07,8.0,734,No,1
18869,33.0,male,35092.0,9,OWN,4800.0,7.49,0.14,10.0,721,Yes,0
2818,25.0,female,59830.0,0,RENT,3000.0,12.68,0.05,3.0,631,No,1
7843,23.0,male,66971.0,0,MORTGAGE,6625.0,16.77,0.1,3.0,591,No,0
5429,25.0,female,67126.0,3,RENT,5000.0,11.01,0.07,4.0,539,Yes,0
20193,29.0,female,41702.0,6,RENT,4000.0,13.47,0.1,7.0,634,No,1
18555,27.0,male,60851.0,6,RENT,18000.0,8.49,0.3,9.0,661,No,1
44235,25.0,male,41808.0,2,RENT,8000.0,16.53,0.19,4.0,570,No,1
43310,23.0,male,85993.0,1,MORTGAGE,3200.0,10.52,0.04,4.0,607,No,1
14964,23.0,female,145205.0,2,MORTGAGE,3750.0,5.42,0.03,3.0,653,No,0
35531,27.0,male,84727.0,6,MORTGAGE,15000.0,7.27,0.18,8.0,585,Yes,0
5443,24.0,female,62261.0,2,RENT,5000.0,14.74,0.08,2.0,578,No,1
1527,26.0,male,49040.0,4,RENT,1400.0,11.86,0.03,4.0,611,Yes,0
7920,26.0,male,66815.0,1,MORTGAGE,11300.0,7.29,0.17,4.0,552,Yes,0
22636,34.0,female,68448.0,11,OWN,12100.0,5.79,0.18,9.0,723,Yes,0
34508,28.0,male,165004.0,2,MORTGAGE,3024.0,10.89,0.02,3.0,662,Yes,0
40740,25.0,male,144554.0,1,MORTGAGE,15000.0,12.59,0.1,4.0,662,Yes,0
1277,25.0,female,70677.0,0,RENT,16000.0,11.01,0.23,2.0,660,Yes,0
11918,21.0,female,35906.0,0,RENT,11000.0,14.22,0.31,2.0,585,No,1
10618,25.0,male,44289.0,2,RENT,10000.0,7.49,0.23,4.0,548,Yes,0
37166,27.0,male,50654.0,3,RENT,7285.0,9.33,0.14,5.0,630,Yes,0
23357,27.0,female,75500.0,4,MORTGAGE,4150.0,18.39,0.05,5.0,635,No,0
10818,22.0,male,51146.0,1,RENT,10000.0,6.17,0.2,3.0,614,Yes,0
42047,25.0,female,80161.0,0,MORTGAGE,16002.0,10.02,0.2,4.0,632,Yes,0
39688,30.0,female,84970.0,5,MORTGAGE,7000.0,8.9,0.08,9.0,649,Yes,0
10009,25.0,male,78867.0,5,OWN,12000.0,12.61,0.15,4.0,504,Yes,0
22027,33.0,male,63237.0,9,MORTGAGE,7000.0,13.98,0.11,10.0,520,Yes,0
16237,24.0,male,62453.0,0,RENT,9600.0,15.31,0.15,4.0,649,Yes,0
44072,23.0,male,110999.0,0,MORTGAGE,16432.0,15.76,0.15,4.0,600,No,1
23740,28.0,male,88371.0,3,RENT,9425.0,11.49,0.11,8.0,668,No,0
19093,28.0,male,37160.0,4,MORTGAGE,3000.0,6.76,0.08,9.0,691,Yes,0
24238,29.0,female,48941.0,8,RENT,10000.0,13.16,0.2,7.0,683,No,1
2348,22.0,female,37236.0,0,RENT,2500.0,13.16,0.07,4.0,644,No,1
13848,24.0,male,116992.0,0,MORTGAGE,14000.0,17.19,0.12,4.0,655,Yes,0
41102,27.0,male,88779.0,5,MORTGAGE,15000.0,10.51,0.17,5.0,643,No,0
13031,23.0,male,105194.0,0,MORTGAGE,12000.0,12.73,0.11,2.0,597,Yes,0
33972,31.0,male,156893.0,11,MORTGAGE,5000.0,15.59,0.03,6.0,613,Yes,0
22001,32.0,female,73017.0,9,RENT,7000.0,7.51,0.1,8.0,467,Yes,0
2526,23.0,male,25459.0,4,RENT,3000.0,11.46,0.12,4.0,638,No,0
11440,22.0,male,74794.0,0,RENT,10000.0,14.22,0.13,2.0,622,Yes,0
21330,30.0,female,49373.0,6,RENT,5500.0,6.62,0.11,8.0,690,No,0
36103,26.0,male,54900.0,5,RENT,10400.0,10.45,0.19,4.0,546,No,0
10067,24.0,male,31241.0,0,RENT,9450.0,6.62,0.3,4.0,647,No,1
17896,32.0,female,346907.0,10,MORTGAGE,25000.0,14.83,0.07,10.0,614,No,1
19688,27.0,male,43058.0,5,OWN,7500.0,11.34,0.17,9.0,638,Yes,0
30437,41.0,female,52225.0,18,RENT,7000.0,7.43,0.13,13.0,639,Yes,0
19577,28.0,female,42798.0,4,OWN,10000.0,7.51,0.23,7.0,604,No,0
37102,41.0,male,68230.0,18,MORTGAGE,6000.0,11.01,0.09,12.0,557,Yes,0
10457,22.0,female,36904.0,0,RENT,10000.0,10.37,0.27,4.0,639,No,1
41440,23.0,female,30021.0,0,RENT,1500.0,10.01,0.05,3.0,660,Yes,0
23309,27.0,male,78839.0,2,RENT,8000.0,10.37,0.1,6.0,559,Yes,0
10956,23.0,male,85062.0,0,MORTGAGE,8400.0,8.0,0.1,3.0,648,Yes,0
11665,24.0,male,71594.0,3,RENT,10000.0,18.25,0.14,4.0,655,No,1
353,23.0,female,20401.0,4,MORTGAGE,2275.0,13.06,0.11,4.0,573,Yes,0
14138,22.0,male,121038.0,0,MORTGAGE,20000.0,11.83,0.17,2.0,611,Yes,0
21604,30.0,female,60163.0,9,MORTGAGE,15025.0,6.03,0.25,8.0,691,Yes,0
2658,26.0,female,58088.0,7,RENT,3000.0,6.76,0.05,2.0,639,Yes,0
20311,27.0,female,96251.0,4,RENT,4000.0,14.46,0.04,9.0,586,No,1
25431,27.0,female,103126.0,3,MORTGAGE,12000.0,6.62,0.12,10.0,629,Yes,0
8958,21.0,male,73035.0,2,MORTGAGE,7800.0,9.99,0.11,2.0,587,No,0
44824,23.0,male,47672.0,0,MORTGAGE,5000.0,12.11,0.1,3.0,507,No,1
37137,22.0,male,91207.0,3,MORTGAGE,24151.0,11.71,0.26,4.0,648,Yes,0
